date,type,state,district,property_type,properties
2024-07-01,unsold_under_construction,Negeri Sembilan,Jempol ,all,393
2024-07-01,unsold_under_construction,Negeri Sembilan,Jempol ,cluster,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Jempol ,condominium,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Jempol ,detached,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Jempol ,flat,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Jempol ,flat-lowcost,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Jempol ,house-lowcost,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Jempol ,semidetached-1-storey,36
2024-07-01,unsold_under_construction,Negeri Sembilan,Jempol ,semidetached-2-3-storey,50
2024-07-01,unsold_under_construction,Negeri Sembilan,Jempol ,terrace-1-storey,264
2024-07-01,unsold_under_construction,Negeri Sembilan,Jempol ,terrace-2-3-storey,43
2024-07-01,unsold_under_construction,Negeri Sembilan,Jempol ,townhouse,0
2024-07-01,overhang,Negeri Sembilan,Kuala Pilah,all,67
2024-07-01,overhang,Negeri Sembilan,Kuala Pilah,cluster,0
2024-07-01,overhang,Negeri Sembilan,Kuala Pilah,condominium,0
2024-07-01,overhang,Negeri Sembilan,Kuala Pilah,detached,0
2024-07-01,overhang,Negeri Sembilan,Kuala Pilah,flat,0
2024-07-01,overhang,Negeri Sembilan,Kuala Pilah,flat-lowcost,0
2024-07-01,overhang,Negeri Sembilan,Kuala Pilah,house-lowcost,35
2024-07-01,overhang,Negeri Sembilan,Kuala Pilah,semidetached-1-storey,8
2024-07-01,overhang,Negeri Sembilan,Kuala Pilah,semidetached-2-3-storey,13
2024-07-01,overhang,Negeri Sembilan,Kuala Pilah,terrace-1-storey,0
2024-07-01,overhang,Negeri Sembilan,Kuala Pilah,terrace-2-3-storey,11
2024-07-01,overhang,Negeri Sembilan,Kuala Pilah,townhouse,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Kuala Pilah,all,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Kuala Pilah,cluster,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Kuala Pilah,condominium,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Kuala Pilah,detached,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Kuala Pilah,flat,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Kuala Pilah,flat-lowcost,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Kuala Pilah,house-lowcost,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Kuala Pilah,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Kuala Pilah,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Kuala Pilah,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Kuala Pilah,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Kuala Pilah,townhouse,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Kuala Pilah,all,62
2024-07-01,unsold_under_construction,Negeri Sembilan,Kuala Pilah,cluster,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Kuala Pilah,condominium,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Kuala Pilah,detached,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Kuala Pilah,flat,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Kuala Pilah,flat-lowcost,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Kuala Pilah,house-lowcost,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Kuala Pilah,semidetached-1-storey,38
2024-07-01,unsold_under_construction,Negeri Sembilan,Kuala Pilah,semidetached-2-3-storey,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Kuala Pilah,terrace-1-storey,17
2024-07-01,unsold_under_construction,Negeri Sembilan,Kuala Pilah,terrace-2-3-storey,7
2024-07-01,unsold_under_construction,Negeri Sembilan,Kuala Pilah,townhouse,0
2024-07-01,overhang,Negeri Sembilan,Port Dickson,all,97
2024-07-01,overhang,Negeri Sembilan,Port Dickson,cluster,0
2024-07-01,overhang,Negeri Sembilan,Port Dickson,condominium,0
2024-07-01,overhang,Negeri Sembilan,Port Dickson,detached,0
2024-07-01,overhang,Negeri Sembilan,Port Dickson,flat,0
2024-07-01,overhang,Negeri Sembilan,Port Dickson,flat-lowcost,0
2024-07-01,overhang,Negeri Sembilan,Port Dickson,house-lowcost,6
2024-07-01,overhang,Negeri Sembilan,Port Dickson,semidetached-1-storey,0
2024-07-01,overhang,Negeri Sembilan,Port Dickson,semidetached-2-3-storey,0
2024-07-01,overhang,Negeri Sembilan,Port Dickson,terrace-1-storey,53
2024-07-01,overhang,Negeri Sembilan,Port Dickson,terrace-2-3-storey,38
2024-07-01,overhang,Negeri Sembilan,Port Dickson,townhouse,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Port Dickson,all,149
2024-07-01,unsold_not_constructed,Negeri Sembilan,Port Dickson,cluster,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Port Dickson,condominium,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Port Dickson,detached,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Port Dickson,flat,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Port Dickson,flat-lowcost,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Port Dickson,house-lowcost,90
2024-07-01,unsold_not_constructed,Negeri Sembilan,Port Dickson,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Port Dickson,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Port Dickson,terrace-1-storey,59
2024-07-01,unsold_not_constructed,Negeri Sembilan,Port Dickson,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Port Dickson,townhouse,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Port Dickson,all,186
2024-07-01,unsold_under_construction,Negeri Sembilan,Port Dickson,cluster,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Port Dickson,condominium,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Port Dickson,detached,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Port Dickson,flat,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Port Dickson,flat-lowcost,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Port Dickson,house-lowcost,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Port Dickson,semidetached-1-storey,9
2024-07-01,unsold_under_construction,Negeri Sembilan,Port Dickson,semidetached-2-3-storey,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Port Dickson,terrace-1-storey,23
2024-07-01,unsold_under_construction,Negeri Sembilan,Port Dickson,terrace-2-3-storey,154
2024-07-01,unsold_under_construction,Negeri Sembilan,Port Dickson,townhouse,0
2024-07-01,overhang,Negeri Sembilan,Rembau,all,14
2024-07-01,overhang,Negeri Sembilan,Rembau,cluster,0
2024-07-01,overhang,Negeri Sembilan,Rembau,condominium,0
2024-07-01,overhang,Negeri Sembilan,Rembau,detached,14
2024-07-01,overhang,Negeri Sembilan,Rembau,flat,0
2024-07-01,overhang,Negeri Sembilan,Rembau,flat-lowcost,0
2024-07-01,overhang,Negeri Sembilan,Rembau,house-lowcost,0
2024-07-01,overhang,Negeri Sembilan,Rembau,semidetached-1-storey,0
2024-07-01,overhang,Negeri Sembilan,Rembau,semidetached-2-3-storey,0
2024-07-01,overhang,Negeri Sembilan,Rembau,terrace-1-storey,0
2024-07-01,overhang,Negeri Sembilan,Rembau,terrace-2-3-storey,0
2024-07-01,overhang,Negeri Sembilan,Rembau,townhouse,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Rembau,all,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Rembau,cluster,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Rembau,condominium,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Rembau,detached,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Rembau,flat,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Rembau,flat-lowcost,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Rembau,house-lowcost,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Rembau,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Rembau,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Rembau,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Rembau,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Rembau,townhouse,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Rembau,all,49
2024-07-01,unsold_under_construction,Negeri Sembilan,Rembau,cluster,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Rembau,condominium,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Rembau,detached,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Rembau,flat,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Rembau,flat-lowcost,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Rembau,house-lowcost,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Rembau,semidetached-1-storey,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Rembau,semidetached-2-3-storey,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Rembau,terrace-1-storey,49
2024-07-01,unsold_under_construction,Negeri Sembilan,Rembau,terrace-2-3-storey,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Rembau,townhouse,0
2024-07-01,overhang,Negeri Sembilan,Seremban,all,1355
2024-07-01,overhang,Negeri Sembilan,Seremban,cluster,0
2024-07-01,overhang,Negeri Sembilan,Seremban,condominium,971
2024-07-01,overhang,Negeri Sembilan,Seremban,detached,9
2024-07-01,overhang,Negeri Sembilan,Seremban,flat,0
2024-07-01,overhang,Negeri Sembilan,Seremban,flat-lowcost,0
2024-07-01,overhang,Negeri Sembilan,Seremban,house-lowcost,42
2024-07-01,overhang,Negeri Sembilan,Seremban,semidetached-1-storey,28
2024-07-01,overhang,Negeri Sembilan,Seremban,semidetached-2-3-storey,28
2024-07-01,overhang,Negeri Sembilan,Seremban,terrace-1-storey,18
2024-07-01,overhang,Negeri Sembilan,Seremban,terrace-2-3-storey,98
2024-07-01,overhang,Negeri Sembilan,Seremban,townhouse,161
2024-07-01,unsold_not_constructed,Negeri Sembilan,Seremban,all,212
2024-07-01,unsold_not_constructed,Negeri Sembilan,Seremban,cluster,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Seremban,condominium,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Seremban,detached,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Seremban,flat,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Seremban,flat-lowcost,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Seremban,house-lowcost,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Seremban,semidetached-1-storey,8
2024-07-01,unsold_not_constructed,Negeri Sembilan,Seremban,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Seremban,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Seremban,terrace-2-3-storey,204
2024-07-01,unsold_not_constructed,Negeri Sembilan,Seremban,townhouse,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Seremban,all,1677
2024-07-01,unsold_under_construction,Negeri Sembilan,Seremban,cluster,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Seremban,condominium,555
2024-07-01,unsold_under_construction,Negeri Sembilan,Seremban,detached,13
2024-07-01,unsold_under_construction,Negeri Sembilan,Seremban,flat,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Seremban,flat-lowcost,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Seremban,house-lowcost,37
2024-07-01,unsold_under_construction,Negeri Sembilan,Seremban,semidetached-1-storey,13
2024-07-01,unsold_under_construction,Negeri Sembilan,Seremban,semidetached-2-3-storey,151
2024-07-01,unsold_under_construction,Negeri Sembilan,Seremban,terrace-1-storey,342
2024-07-01,unsold_under_construction,Negeri Sembilan,Seremban,terrace-2-3-storey,429
2024-07-01,unsold_under_construction,Negeri Sembilan,Seremban,townhouse,137
2024-07-01,overhang,Negeri Sembilan,Tampin,all,71
2024-07-01,overhang,Negeri Sembilan,Tampin,cluster,0
2024-07-01,overhang,Negeri Sembilan,Tampin,condominium,0
2024-07-01,overhang,Negeri Sembilan,Tampin,detached,0
2024-07-01,overhang,Negeri Sembilan,Tampin,flat,0
2024-07-01,overhang,Negeri Sembilan,Tampin,flat-lowcost,0
2024-07-01,overhang,Negeri Sembilan,Tampin,house-lowcost,0
2024-07-01,overhang,Negeri Sembilan,Tampin,semidetached-1-storey,12
2024-07-01,overhang,Negeri Sembilan,Tampin,semidetached-2-3-storey,0
2024-07-01,overhang,Negeri Sembilan,Tampin,terrace-1-storey,17
2024-07-01,overhang,Negeri Sembilan,Tampin,terrace-2-3-storey,42
2024-07-01,overhang,Negeri Sembilan,Tampin,townhouse,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Tampin,all,36
2024-07-01,unsold_not_constructed,Negeri Sembilan,Tampin,cluster,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Tampin,condominium,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Tampin,detached,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Tampin,flat,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Tampin,flat-lowcost,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Tampin,house-lowcost,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Tampin,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Tampin,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Tampin,terrace-1-storey,36
2024-07-01,unsold_not_constructed,Negeri Sembilan,Tampin,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Negeri Sembilan,Tampin,townhouse,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Tampin,all,202
2024-07-01,unsold_under_construction,Negeri Sembilan,Tampin,cluster,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Tampin,condominium,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Tampin,detached,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Tampin,flat,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Tampin,flat-lowcost,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Tampin,house-lowcost,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Tampin,semidetached-1-storey,67
2024-07-01,unsold_under_construction,Negeri Sembilan,Tampin,semidetached-2-3-storey,0
2024-07-01,unsold_under_construction,Negeri Sembilan,Tampin,terrace-1-storey,81
2024-07-01,unsold_under_construction,Negeri Sembilan,Tampin,terrace-2-3-storey,54
2024-07-01,unsold_under_construction,Negeri Sembilan,Tampin,townhouse,0
2024-07-01,overhang,Pahang,All,all,1033
2024-07-01,overhang,Pahang,All,cluster,0
2024-07-01,overhang,Pahang,All,condominium,509
2024-07-01,overhang,Pahang,All,detached,52
2024-07-01,overhang,Pahang,All,flat,0
2024-07-01,overhang,Pahang,All,flat-lowcost,0
2024-07-01,overhang,Pahang,All,house-lowcost,7
2024-07-01,overhang,Pahang,All,semidetached-1-storey,77
2024-07-01,overhang,Pahang,All,semidetached-2-3-storey,83
2024-07-01,overhang,Pahang,All,terrace-1-storey,208
2024-07-01,overhang,Pahang,All,terrace-2-3-storey,97
2024-07-01,overhang,Pahang,All,townhouse,0
2024-07-01,unsold_not_constructed,Pahang,All,all,286
2024-07-01,unsold_not_constructed,Pahang,All,cluster,0
2024-07-01,unsold_not_constructed,Pahang,All,condominium,0
2024-07-01,unsold_not_constructed,Pahang,All,detached,14
2024-07-01,unsold_not_constructed,Pahang,All,flat,0
2024-07-01,unsold_not_constructed,Pahang,All,flat-lowcost,0
2024-07-01,unsold_not_constructed,Pahang,All,house-lowcost,0
2024-07-01,unsold_not_constructed,Pahang,All,semidetached-1-storey,89
2024-07-01,unsold_not_constructed,Pahang,All,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Pahang,All,terrace-1-storey,176
2024-07-01,unsold_not_constructed,Pahang,All,terrace-2-3-storey,7
2024-07-01,unsold_not_constructed,Pahang,All,townhouse,0
2024-07-01,unsold_under_construction,Pahang,All,all,2359
2024-07-01,unsold_under_construction,Pahang,All,cluster,14
2024-07-01,unsold_under_construction,Pahang,All,condominium,118
2024-07-01,unsold_under_construction,Pahang,All,detached,18
2024-07-01,unsold_under_construction,Pahang,All,flat,0
2024-07-01,unsold_under_construction,Pahang,All,flat-lowcost,0
2024-07-01,unsold_under_construction,Pahang,All,house-lowcost,81
2024-07-01,unsold_under_construction,Pahang,All,semidetached-1-storey,720
2024-07-01,unsold_under_construction,Pahang,All,semidetached-2-3-storey,72
2024-07-01,unsold_under_construction,Pahang,All,terrace-1-storey,898
2024-07-01,unsold_under_construction,Pahang,All,terrace-2-3-storey,438
2024-07-01,unsold_under_construction,Pahang,All,townhouse,0
2024-07-01,overhang,Pahang,Bentong,all,0
2024-07-01,overhang,Pahang,Bentong,cluster,0
2024-07-01,overhang,Pahang,Bentong,condominium,0
2024-07-01,overhang,Pahang,Bentong,detached,0
2024-07-01,overhang,Pahang,Bentong,flat,0
2024-07-01,overhang,Pahang,Bentong,flat-lowcost,0
2024-07-01,overhang,Pahang,Bentong,house-lowcost,0
2024-07-01,overhang,Pahang,Bentong,semidetached-1-storey,0
2024-07-01,overhang,Pahang,Bentong,semidetached-2-3-storey,0
2024-07-01,overhang,Pahang,Bentong,terrace-1-storey,0
2024-07-01,overhang,Pahang,Bentong,terrace-2-3-storey,0
2024-07-01,overhang,Pahang,Bentong,townhouse,0
2024-07-01,unsold_not_constructed,Pahang,Bentong,all,14
2024-07-01,unsold_not_constructed,Pahang,Bentong,cluster,0
2024-07-01,unsold_not_constructed,Pahang,Bentong,condominium,0
2024-07-01,unsold_not_constructed,Pahang,Bentong,detached,14
2024-07-01,unsold_not_constructed,Pahang,Bentong,flat,0
2024-07-01,unsold_not_constructed,Pahang,Bentong,flat-lowcost,0
2024-07-01,unsold_not_constructed,Pahang,Bentong,house-lowcost,0
2024-07-01,unsold_not_constructed,Pahang,Bentong,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Pahang,Bentong,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Pahang,Bentong,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Pahang,Bentong,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Pahang,Bentong,townhouse,0
2024-07-01,unsold_under_construction,Pahang,Bentong,all,125
2024-07-01,unsold_under_construction,Pahang,Bentong,cluster,7
2024-07-01,unsold_under_construction,Pahang,Bentong,condominium,0
2024-07-01,unsold_under_construction,Pahang,Bentong,detached,0
2024-07-01,unsold_under_construction,Pahang,Bentong,flat,0
2024-07-01,unsold_under_construction,Pahang,Bentong,flat-lowcost,0
2024-07-01,unsold_under_construction,Pahang,Bentong,house-lowcost,70
2024-07-01,unsold_under_construction,Pahang,Bentong,semidetached-1-storey,0
2024-07-01,unsold_under_construction,Pahang,Bentong,semidetached-2-3-storey,0
2024-07-01,unsold_under_construction,Pahang,Bentong,terrace-1-storey,16
2024-07-01,unsold_under_construction,Pahang,Bentong,terrace-2-3-storey,32
2024-07-01,unsold_under_construction,Pahang,Bentong,townhouse,0
2024-07-01,overhang,Pahang,Bera,all,32
2024-07-01,overhang,Pahang,Bera,cluster,0
2024-07-01,overhang,Pahang,Bera,condominium,0
2024-07-01,overhang,Pahang,Bera,detached,11
2024-07-01,overhang,Pahang,Bera,flat,0
2024-07-01,overhang,Pahang,Bera,flat-lowcost,0
2024-07-01,overhang,Pahang,Bera,house-lowcost,0
2024-07-01,overhang,Pahang,Bera,semidetached-1-storey,0
2024-07-01,overhang,Pahang,Bera,semidetached-2-3-storey,0
2024-07-01,overhang,Pahang,Bera,terrace-1-storey,0
2024-07-01,overhang,Pahang,Bera,terrace-2-3-storey,21
2024-07-01,overhang,Pahang,Bera,townhouse,0
2024-07-01,unsold_not_constructed,Pahang,Bera,all,0
2024-07-01,unsold_not_constructed,Pahang,Bera,cluster,0
2024-07-01,unsold_not_constructed,Pahang,Bera,condominium,0
2024-07-01,unsold_not_constructed,Pahang,Bera,detached,0
2024-07-01,unsold_not_constructed,Pahang,Bera,flat,0
2024-07-01,unsold_not_constructed,Pahang,Bera,flat-lowcost,0
2024-07-01,unsold_not_constructed,Pahang,Bera,house-lowcost,0
2024-07-01,unsold_not_constructed,Pahang,Bera,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Pahang,Bera,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Pahang,Bera,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Pahang,Bera,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Pahang,Bera,townhouse,0
2024-07-01,unsold_under_construction,Pahang,Bera,all,63
2024-07-01,unsold_under_construction,Pahang,Bera,cluster,0
2024-07-01,unsold_under_construction,Pahang,Bera,condominium,0
2024-07-01,unsold_under_construction,Pahang,Bera,detached,12
2024-07-01,unsold_under_construction,Pahang,Bera,flat,0
2024-07-01,unsold_under_construction,Pahang,Bera,flat-lowcost,0
2024-07-01,unsold_under_construction,Pahang,Bera,house-lowcost,0
2024-07-01,unsold_under_construction,Pahang,Bera,semidetached-1-storey,29
2024-07-01,unsold_under_construction,Pahang,Bera,semidetached-2-3-storey,0
2024-07-01,unsold_under_construction,Pahang,Bera,terrace-1-storey,14
2024-07-01,unsold_under_construction,Pahang,Bera,terrace-2-3-storey,8
2024-07-01,unsold_under_construction,Pahang,Bera,townhouse,0
2024-07-01,overhang,Pahang,Cameron Highlands,all,100
2024-07-01,overhang,Pahang,Cameron Highlands,cluster,0
2024-07-01,overhang,Pahang,Cameron Highlands,condominium,94
2024-07-01,overhang,Pahang,Cameron Highlands,detached,0
2024-07-01,overhang,Pahang,Cameron Highlands,flat,0
2024-07-01,overhang,Pahang,Cameron Highlands,flat-lowcost,0
2024-07-01,overhang,Pahang,Cameron Highlands,house-lowcost,0
2024-07-01,overhang,Pahang,Cameron Highlands,semidetached-1-storey,0
2024-07-01,overhang,Pahang,Cameron Highlands,semidetached-2-3-storey,6
2024-07-01,overhang,Pahang,Cameron Highlands,terrace-1-storey,0
2024-07-01,overhang,Pahang,Cameron Highlands,terrace-2-3-storey,0
2024-07-01,overhang,Pahang,Cameron Highlands,townhouse,0
2024-07-01,unsold_not_constructed,Pahang,Cameron Highlands,all,0
2024-07-01,unsold_not_constructed,Pahang,Cameron Highlands,cluster,0
2024-07-01,unsold_not_constructed,Pahang,Cameron Highlands,condominium,0
2024-07-01,unsold_not_constructed,Pahang,Cameron Highlands,detached,0
2024-07-01,unsold_not_constructed,Pahang,Cameron Highlands,flat,0
2024-07-01,unsold_not_constructed,Pahang,Cameron Highlands,flat-lowcost,0
2024-07-01,unsold_not_constructed,Pahang,Cameron Highlands,house-lowcost,0
2024-07-01,unsold_not_constructed,Pahang,Cameron Highlands,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Pahang,Cameron Highlands,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Pahang,Cameron Highlands,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Pahang,Cameron Highlands,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Pahang,Cameron Highlands,townhouse,0
2024-07-01,unsold_under_construction,Pahang,Cameron Highlands,all,118
2024-07-01,unsold_under_construction,Pahang,Cameron Highlands,cluster,0
2024-07-01,unsold_under_construction,Pahang,Cameron Highlands,condominium,118
2024-07-01,unsold_under_construction,Pahang,Cameron Highlands,detached,0
2024-07-01,unsold_under_construction,Pahang,Cameron Highlands,flat,0
2024-07-01,unsold_under_construction,Pahang,Cameron Highlands,flat-lowcost,0
2024-07-01,unsold_under_construction,Pahang,Cameron Highlands,house-lowcost,0
2024-07-01,unsold_under_construction,Pahang,Cameron Highlands,semidetached-1-storey,0
2024-07-01,unsold_under_construction,Pahang,Cameron Highlands,semidetached-2-3-storey,0
2024-07-01,unsold_under_construction,Pahang,Cameron Highlands,terrace-1-storey,0
2024-07-01,unsold_under_construction,Pahang,Cameron Highlands,terrace-2-3-storey,0
2024-07-01,unsold_under_construction,Pahang,Cameron Highlands,townhouse,0
2024-07-01,overhang,Pahang,Jerantut,all,6
2024-07-01,overhang,Pahang,Jerantut,cluster,0
2024-07-01,overhang,Pahang,Jerantut,condominium,0
2024-07-01,overhang,Pahang,Jerantut,detached,0
2024-07-01,overhang,Pahang,Jerantut,flat,0
2024-07-01,overhang,Pahang,Jerantut,flat-lowcost,0
2024-07-01,overhang,Pahang,Jerantut,house-lowcost,0
2024-07-01,overhang,Pahang,Jerantut,semidetached-1-storey,0
2024-07-01,overhang,Pahang,Jerantut,semidetached-2-3-storey,0
2024-07-01,overhang,Pahang,Jerantut,terrace-1-storey,6
2024-07-01,overhang,Pahang,Jerantut,terrace-2-3-storey,0
2024-07-01,overhang,Pahang,Jerantut,townhouse,0
2024-07-01,unsold_not_constructed,Pahang,Jerantut,all,16
2024-07-01,unsold_not_constructed,Pahang,Jerantut,cluster,0
2024-07-01,unsold_not_constructed,Pahang,Jerantut,condominium,0
2024-07-01,unsold_not_constructed,Pahang,Jerantut,detached,0
2024-07-01,unsold_not_constructed,Pahang,Jerantut,flat,0
2024-07-01,unsold_not_constructed,Pahang,Jerantut,flat-lowcost,0
2024-07-01,unsold_not_constructed,Pahang,Jerantut,house-lowcost,0
2024-07-01,unsold_not_constructed,Pahang,Jerantut,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Pahang,Jerantut,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Pahang,Jerantut,terrace-1-storey,16
2024-07-01,unsold_not_constructed,Pahang,Jerantut,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Pahang,Jerantut,townhouse,0
2024-07-01,unsold_under_construction,Pahang,Jerantut,all,426
2024-07-01,unsold_under_construction,Pahang,Jerantut,cluster,0
2024-07-01,unsold_under_construction,Pahang,Jerantut,condominium,0
2024-07-01,unsold_under_construction,Pahang,Jerantut,detached,0
2024-07-01,unsold_under_construction,Pahang,Jerantut,flat,0
2024-07-01,unsold_under_construction,Pahang,Jerantut,flat-lowcost,0
2024-07-01,unsold_under_construction,Pahang,Jerantut,house-lowcost,0
2024-07-01,unsold_under_construction,Pahang,Jerantut,semidetached-1-storey,329
2024-07-01,unsold_under_construction,Pahang,Jerantut,semidetached-2-3-storey,12
2024-07-01,unsold_under_construction,Pahang,Jerantut,terrace-1-storey,85
2024-07-01,unsold_under_construction,Pahang,Jerantut,terrace-2-3-storey,0
2024-07-01,unsold_under_construction,Pahang,Jerantut,townhouse,0
2024-07-01,overhang,Pahang,Kuantan,all,625
2024-07-01,overhang,Pahang,Kuantan,cluster,0
2024-07-01,overhang,Pahang,Kuantan,condominium,415
2024-07-01,overhang,Pahang,Kuantan,detached,0
2024-07-01,overhang,Pahang,Kuantan,flat,0
2024-07-01,overhang,Pahang,Kuantan,flat-lowcost,0
2024-07-01,overhang,Pahang,Kuantan,house-lowcost,0
2024-07-01,overhang,Pahang,Kuantan,semidetached-1-storey,50
2024-07-01,overhang,Pahang,Kuantan,semidetached-2-3-storey,43
2024-07-01,overhang,Pahang,Kuantan,terrace-1-storey,61
2024-07-01,overhang,Pahang,Kuantan,terrace-2-3-storey,56
2024-07-01,overhang,Pahang,Kuantan,townhouse,0
2024-07-01,unsold_not_constructed,Pahang,Kuantan,all,153
