date,type,state,district,property_type,properties
2024-07-01,unsold_under_construction,Perak,Muallim,flat,0
2024-07-01,unsold_under_construction,Perak,Muallim,flat-lowcost,0
2024-07-01,unsold_under_construction,Perak,Muallim,house-lowcost,0
2024-07-01,unsold_under_construction,Perak,Muallim,semidetached-1-storey,0
2024-07-01,unsold_under_construction,Perak,Muallim,semidetached-2-3-storey,0
2024-07-01,unsold_under_construction,Perak,Muallim,terrace-1-storey,6
2024-07-01,unsold_under_construction,Perak,Muallim,terrace-2-3-storey,42
2024-07-01,unsold_under_construction,Perak,Muallim,townhouse,0
2024-07-01,overhang,Perak,Perak Tengah,all,0
2024-07-01,overhang,Perak,Perak Tengah,cluster,0
2024-07-01,overhang,Perak,Perak Tengah,condominium,0
2024-07-01,overhang,Perak,Perak Tengah,detached,0
2024-07-01,overhang,Perak,Perak Tengah,flat,0
2024-07-01,overhang,Perak,Perak Tengah,flat-lowcost,0
2024-07-01,overhang,Perak,Perak Tengah,house-lowcost,0
2024-07-01,overhang,Perak,Perak Tengah,semidetached-1-storey,0
2024-07-01,overhang,Perak,Perak Tengah,semidetached-2-3-storey,0
2024-07-01,overhang,Perak,Perak Tengah,terrace-1-storey,0
2024-07-01,overhang,Perak,Perak Tengah,terrace-2-3-storey,0
2024-07-01,overhang,Perak,Perak Tengah,townhouse,0
2024-07-01,unsold_not_constructed,Perak,Perak Tengah,all,0
2024-07-01,unsold_not_constructed,Perak,Perak Tengah,cluster,0
2024-07-01,unsold_not_constructed,Perak,Perak Tengah,condominium,0
2024-07-01,unsold_not_constructed,Perak,Perak Tengah,detached,0
2024-07-01,unsold_not_constructed,Perak,Perak Tengah,flat,0
2024-07-01,unsold_not_constructed,Perak,Perak Tengah,flat-lowcost,0
2024-07-01,unsold_not_constructed,Perak,Perak Tengah,house-lowcost,0
2024-07-01,unsold_not_constructed,Perak,Perak Tengah,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Perak,Perak Tengah,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Perak,Perak Tengah,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Perak,Perak Tengah,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Perak,Perak Tengah,townhouse,0
2024-07-01,unsold_under_construction,Perak,Perak Tengah,all,737
2024-07-01,unsold_under_construction,Perak,Perak Tengah,cluster,74
2024-07-01,unsold_under_construction,Perak,Perak Tengah,condominium,0
2024-07-01,unsold_under_construction,Perak,Perak Tengah,detached,0
2024-07-01,unsold_under_construction,Perak,Perak Tengah,flat,0
2024-07-01,unsold_under_construction,Perak,Perak Tengah,flat-lowcost,0
2024-07-01,unsold_under_construction,Perak,Perak Tengah,house-lowcost,0
2024-07-01,unsold_under_construction,Perak,Perak Tengah,semidetached-1-storey,0
2024-07-01,unsold_under_construction,Perak,Perak Tengah,semidetached-2-3-storey,0
2024-07-01,unsold_under_construction,Perak,Perak Tengah,terrace-1-storey,663
2024-07-01,unsold_under_construction,Perak,Perak Tengah,terrace-2-3-storey,0
2024-07-01,unsold_under_construction,Perak,Perak Tengah,townhouse,0
2024-07-01,overhang,Perak,Selama,all,0
2024-07-01,overhang,Perak,Selama,cluster,0
2024-07-01,overhang,Perak,Selama,condominium,0
2024-07-01,overhang,Perak,Selama,detached,0
2024-07-01,overhang,Perak,Selama,flat,0
2024-07-01,overhang,Perak,Selama,flat-lowcost,0
2024-07-01,overhang,Perak,Selama,house-lowcost,0
2024-07-01,overhang,Perak,Selama,semidetached-1-storey,0
2024-07-01,overhang,Perak,Selama,semidetached-2-3-storey,0
2024-07-01,overhang,Perak,Selama,terrace-1-storey,0
2024-07-01,overhang,Perak,Selama,terrace-2-3-storey,0
2024-07-01,overhang,Perak,Selama,townhouse,0
2024-07-01,unsold_not_constructed,Perak,Selama,all,0
2024-07-01,unsold_not_constructed,Perak,Selama,cluster,0
2024-07-01,unsold_not_constructed,Perak,Selama,condominium,0
2024-07-01,unsold_not_constructed,Perak,Selama,detached,0
2024-07-01,unsold_not_constructed,Perak,Selama,flat,0
2024-07-01,unsold_not_constructed,Perak,Selama,flat-lowcost,0
2024-07-01,unsold_not_constructed,Perak,Selama,house-lowcost,0
2024-07-01,unsold_not_constructed,Perak,Selama,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Perak,Selama,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Perak,Selama,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Perak,Selama,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Perak,Selama,townhouse,0
2024-07-01,unsold_under_construction,Perak,Selama,all,39
2024-07-01,unsold_under_construction,Perak,Selama,cluster,0
2024-07-01,unsold_under_construction,Perak,Selama,condominium,0
2024-07-01,unsold_under_construction,Perak,Selama,detached,0
2024-07-01,unsold_under_construction,Perak,Selama,flat,0
2024-07-01,unsold_under_construction,Perak,Selama,flat-lowcost,0
2024-07-01,unsold_under_construction,Perak,Selama,house-lowcost,0
2024-07-01,unsold_under_construction,Perak,Selama,semidetached-1-storey,16
2024-07-01,unsold_under_construction,Perak,Selama,semidetached-2-3-storey,0
2024-07-01,unsold_under_construction,Perak,Selama,terrace-1-storey,23
2024-07-01,unsold_under_construction,Perak,Selama,terrace-2-3-storey,0
2024-07-01,unsold_under_construction,Perak,Selama,townhouse,0
2024-07-01,overhang,Perlis,All,all,6
2024-07-01,overhang,Perlis,All,cluster,0
2024-07-01,overhang,Perlis,All,condominium,0
2024-07-01,overhang,Perlis,All,detached,0
2024-07-01,overhang,Perlis,All,flat,0
2024-07-01,overhang,Perlis,All,flat-lowcost,0
2024-07-01,overhang,Perlis,All,house-lowcost,0
2024-07-01,overhang,Perlis,All,semidetached-1-storey,6
2024-07-01,overhang,Perlis,All,semidetached-2-3-storey,0
2024-07-01,overhang,Perlis,All,terrace-1-storey,0
2024-07-01,overhang,Perlis,All,terrace-2-3-storey,0
2024-07-01,overhang,Perlis,All,townhouse,0
2024-07-01,unsold_not_constructed,Perlis,All,all,0
2024-07-01,unsold_not_constructed,Perlis,All,cluster,0
2024-07-01,unsold_not_constructed,Perlis,All,condominium,0
2024-07-01,unsold_not_constructed,Perlis,All,detached,0
2024-07-01,unsold_not_constructed,Perlis,All,flat,0
2024-07-01,unsold_not_constructed,Perlis,All,flat-lowcost,0
2024-07-01,unsold_not_constructed,Perlis,All,house-lowcost,0
2024-07-01,unsold_not_constructed,Perlis,All,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Perlis,All,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Perlis,All,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Perlis,All,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Perlis,All,townhouse,0
2024-07-01,unsold_under_construction,Perlis,All,all,255
2024-07-01,unsold_under_construction,Perlis,All,cluster,0
2024-07-01,unsold_under_construction,Perlis,All,condominium,0
2024-07-01,unsold_under_construction,Perlis,All,detached,0
2024-07-01,unsold_under_construction,Perlis,All,flat,0
2024-07-01,unsold_under_construction,Perlis,All,flat-lowcost,0
2024-07-01,unsold_under_construction,Perlis,All,house-lowcost,36
2024-07-01,unsold_under_construction,Perlis,All,semidetached-1-storey,114
2024-07-01,unsold_under_construction,Perlis,All,semidetached-2-3-storey,7
2024-07-01,unsold_under_construction,Perlis,All,terrace-1-storey,36
2024-07-01,unsold_under_construction,Perlis,All,terrace-2-3-storey,62
2024-07-01,unsold_under_construction,Perlis,All,townhouse,0
2024-07-01,overhang,Pulau Pinang, Barat Daya,all,785
2024-07-01,overhang,Pulau Pinang, Barat Daya,cluster,0
2024-07-01,overhang,Pulau Pinang, Barat Daya,condominium,554
2024-07-01,overhang,Pulau Pinang, Barat Daya,detached,22
2024-07-01,overhang,Pulau Pinang, Barat Daya,flat,185
2024-07-01,overhang,Pulau Pinang, Barat Daya,flat-lowcost,0
2024-07-01,overhang,Pulau Pinang, Barat Daya,house-lowcost,0
2024-07-01,overhang,Pulau Pinang, Barat Daya,semidetached-1-storey,0
2024-07-01,overhang,Pulau Pinang, Barat Daya,semidetached-2-3-storey,15
2024-07-01,overhang,Pulau Pinang, Barat Daya,terrace-1-storey,0
2024-07-01,overhang,Pulau Pinang, Barat Daya,terrace-2-3-storey,9
2024-07-01,overhang,Pulau Pinang, Barat Daya,townhouse,0
2024-07-01,unsold_not_constructed,Pulau Pinang, Barat Daya,all,495
2024-07-01,unsold_not_constructed,Pulau Pinang, Barat Daya,cluster,0
2024-07-01,unsold_not_constructed,Pulau Pinang, Barat Daya,condominium,495
2024-07-01,unsold_not_constructed,Pulau Pinang, Barat Daya,detached,0
2024-07-01,unsold_not_constructed,Pulau Pinang, Barat Daya,flat,0
2024-07-01,unsold_not_constructed,Pulau Pinang, Barat Daya,flat-lowcost,0
2024-07-01,unsold_not_constructed,Pulau Pinang, Barat Daya,house-lowcost,0
2024-07-01,unsold_not_constructed,Pulau Pinang, Barat Daya,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang, Barat Daya,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang, Barat Daya,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang, Barat Daya,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang, Barat Daya,townhouse,0
2024-07-01,unsold_under_construction,Pulau Pinang, Barat Daya,all,2412
2024-07-01,unsold_under_construction,Pulau Pinang, Barat Daya,cluster,5
2024-07-01,unsold_under_construction,Pulau Pinang, Barat Daya,condominium,2338
2024-07-01,unsold_under_construction,Pulau Pinang, Barat Daya,detached,6
2024-07-01,unsold_under_construction,Pulau Pinang, Barat Daya,flat,0
2024-07-01,unsold_under_construction,Pulau Pinang, Barat Daya,flat-lowcost,47
2024-07-01,unsold_under_construction,Pulau Pinang, Barat Daya,house-lowcost,0
2024-07-01,unsold_under_construction,Pulau Pinang, Barat Daya,semidetached-1-storey,0
2024-07-01,unsold_under_construction,Pulau Pinang, Barat Daya,semidetached-2-3-storey,16
2024-07-01,unsold_under_construction,Pulau Pinang, Barat Daya,terrace-1-storey,0
2024-07-01,unsold_under_construction,Pulau Pinang, Barat Daya,terrace-2-3-storey,0
2024-07-01,unsold_under_construction,Pulau Pinang, Barat Daya,townhouse,0
2024-07-01,overhang,Pulau Pinang,All,all,2570
2024-07-01,overhang,Pulau Pinang,All,cluster,0
2024-07-01,overhang,Pulau Pinang,All,condominium,1708
2024-07-01,overhang,Pulau Pinang,All,detached,65
2024-07-01,overhang,Pulau Pinang,All,flat,364
2024-07-01,overhang,Pulau Pinang,All,flat-lowcost,90
2024-07-01,overhang,Pulau Pinang,All,house-lowcost,0
2024-07-01,overhang,Pulau Pinang,All,semidetached-1-storey,0
2024-07-01,overhang,Pulau Pinang,All,semidetached-2-3-storey,47
2024-07-01,overhang,Pulau Pinang,All,terrace-1-storey,0
2024-07-01,overhang,Pulau Pinang,All,terrace-2-3-storey,242
2024-07-01,overhang,Pulau Pinang,All,townhouse,54
2024-07-01,unsold_not_constructed,Pulau Pinang,All,all,495
2024-07-01,unsold_not_constructed,Pulau Pinang,All,cluster,0
2024-07-01,unsold_not_constructed,Pulau Pinang,All,condominium,495
2024-07-01,unsold_not_constructed,Pulau Pinang,All,detached,0
2024-07-01,unsold_not_constructed,Pulau Pinang,All,flat,0
2024-07-01,unsold_not_constructed,Pulau Pinang,All,flat-lowcost,0
2024-07-01,unsold_not_constructed,Pulau Pinang,All,house-lowcost,0
2024-07-01,unsold_not_constructed,Pulau Pinang,All,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,All,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,All,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,All,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,All,townhouse,0
2024-07-01,unsold_under_construction,Pulau Pinang,All,all,7070
2024-07-01,unsold_under_construction,Pulau Pinang,All,cluster,47
2024-07-01,unsold_under_construction,Pulau Pinang,All,condominium,5499
2024-07-01,unsold_under_construction,Pulau Pinang,All,detached,6
2024-07-01,unsold_under_construction,Pulau Pinang,All,flat,321
2024-07-01,unsold_under_construction,Pulau Pinang,All,flat-lowcost,494
2024-07-01,unsold_under_construction,Pulau Pinang,All,house-lowcost,0
2024-07-01,unsold_under_construction,Pulau Pinang,All,semidetached-1-storey,0
2024-07-01,unsold_under_construction,Pulau Pinang,All,semidetached-2-3-storey,144
2024-07-01,unsold_under_construction,Pulau Pinang,All,terrace-1-storey,27
2024-07-01,unsold_under_construction,Pulau Pinang,All,terrace-2-3-storey,458
2024-07-01,unsold_under_construction,Pulau Pinang,All,townhouse,74
2024-07-01,overhang,Pulau Pinang,Seberang Perai Selatan,all,96
2024-07-01,overhang,Pulau Pinang,Seberang Perai Selatan,cluster,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Selatan,condominium,27
2024-07-01,overhang,Pulau Pinang,Seberang Perai Selatan,detached,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Selatan,flat,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Selatan,flat-lowcost,48
2024-07-01,overhang,Pulau Pinang,Seberang Perai Selatan,house-lowcost,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Selatan,semidetached-1-storey,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Selatan,semidetached-2-3-storey,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Selatan,terrace-1-storey,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Selatan,terrace-2-3-storey,21
2024-07-01,overhang,Pulau Pinang,Seberang Perai Selatan,townhouse,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Selatan,all,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Selatan,cluster,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Selatan,condominium,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Selatan,detached,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Selatan,flat,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Selatan,flat-lowcost,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Selatan,house-lowcost,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Selatan,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Selatan,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Selatan,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Selatan,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Selatan,townhouse,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Selatan,all,1366
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Selatan,cluster,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Selatan,condominium,1083
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Selatan,detached,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Selatan,flat,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Selatan,flat-lowcost,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Selatan,house-lowcost,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Selatan,semidetached-1-storey,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Selatan,semidetached-2-3-storey,58
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Selatan,terrace-1-storey,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Selatan,terrace-2-3-storey,151
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Selatan,townhouse,74
2024-07-01,overhang,Pulau Pinang,Seberang Perai Tengah,all,356
2024-07-01,overhang,Pulau Pinang,Seberang Perai Tengah,cluster,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Tengah,condominium,167
2024-07-01,overhang,Pulau Pinang,Seberang Perai Tengah,detached,12
2024-07-01,overhang,Pulau Pinang,Seberang Perai Tengah,flat,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Tengah,flat-lowcost,28
2024-07-01,overhang,Pulau Pinang,Seberang Perai Tengah,house-lowcost,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Tengah,semidetached-1-storey,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Tengah,semidetached-2-3-storey,25
2024-07-01,overhang,Pulau Pinang,Seberang Perai Tengah,terrace-1-storey,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Tengah,terrace-2-3-storey,124
2024-07-01,overhang,Pulau Pinang,Seberang Perai Tengah,townhouse,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Tengah,all,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Tengah,cluster,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Tengah,condominium,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Tengah,detached,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Tengah,flat,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Tengah,flat-lowcost,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Tengah,house-lowcost,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Tengah,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Tengah,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Tengah,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Tengah,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Tengah,townhouse,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Tengah,all,1238
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Tengah,cluster,42
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Tengah,condominium,905
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Tengah,detached,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Tengah,flat,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Tengah,flat-lowcost,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Tengah,house-lowcost,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Tengah,semidetached-1-storey,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Tengah,semidetached-2-3-storey,57
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Tengah,terrace-1-storey,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Tengah,terrace-2-3-storey,234
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Tengah,townhouse,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Utara,all,255
2024-07-01,overhang,Pulau Pinang,Seberang Perai Utara,cluster,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Utara,condominium,46
2024-07-01,overhang,Pulau Pinang,Seberang Perai Utara,detached,8
2024-07-01,overhang,Pulau Pinang,Seberang Perai Utara,flat,159
2024-07-01,overhang,Pulau Pinang,Seberang Perai Utara,flat-lowcost,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Utara,house-lowcost,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Utara,semidetached-1-storey,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Utara,semidetached-2-3-storey,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Utara,terrace-1-storey,0
2024-07-01,overhang,Pulau Pinang,Seberang Perai Utara,terrace-2-3-storey,42
2024-07-01,overhang,Pulau Pinang,Seberang Perai Utara,townhouse,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Utara,all,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Utara,cluster,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Utara,condominium,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Utara,detached,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Utara,flat,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Utara,flat-lowcost,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Utara,house-lowcost,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Utara,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Utara,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Utara,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Utara,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Seberang Perai Utara,townhouse,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Utara,all,152
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Utara,cluster,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Utara,condominium,52
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Utara,detached,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Utara,flat,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Utara,flat-lowcost,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Utara,house-lowcost,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Utara,semidetached-1-storey,0
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Utara,semidetached-2-3-storey,13
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Utara,terrace-1-storey,27
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Utara,terrace-2-3-storey,60
2024-07-01,unsold_under_construction,Pulau Pinang,Seberang Perai Utara,townhouse,0
2024-07-01,overhang,Pulau Pinang,Timur Laut,all,1078
2024-07-01,overhang,Pulau Pinang,Timur Laut,cluster,0
2024-07-01,overhang,Pulau Pinang,Timur Laut,condominium,914
2024-07-01,overhang,Pulau Pinang,Timur Laut,detached,23
2024-07-01,overhang,Pulau Pinang,Timur Laut,flat,20
2024-07-01,overhang,Pulau Pinang,Timur Laut,flat-lowcost,14
2024-07-01,overhang,Pulau Pinang,Timur Laut,house-lowcost,0
2024-07-01,overhang,Pulau Pinang,Timur Laut,semidetached-1-storey,0
2024-07-01,overhang,Pulau Pinang,Timur Laut,semidetached-2-3-storey,7
2024-07-01,overhang,Pulau Pinang,Timur Laut,terrace-1-storey,0
2024-07-01,overhang,Pulau Pinang,Timur Laut,terrace-2-3-storey,46
2024-07-01,overhang,Pulau Pinang,Timur Laut,townhouse,54
2024-07-01,unsold_not_constructed,Pulau Pinang,Timur Laut,all,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Timur Laut,cluster,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Timur Laut,condominium,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Timur Laut,detached,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Timur Laut,flat,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Timur Laut,flat-lowcost,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Timur Laut,house-lowcost,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Timur Laut,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Timur Laut,semidetached-2-3-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Timur Laut,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Timur Laut,terrace-2-3-storey,0
2024-07-01,unsold_not_constructed,Pulau Pinang,Timur Laut,townhouse,0
2024-07-01,unsold_under_construction,Pulau Pinang,Timur Laut,all,1902
2024-07-01,unsold_under_construction,Pulau Pinang,Timur Laut,cluster,0
2024-07-01,unsold_under_construction,Pulau Pinang,Timur Laut,condominium,1121
2024-07-01,unsold_under_construction,Pulau Pinang,Timur Laut,detached,0
2024-07-01,unsold_under_construction,Pulau Pinang,Timur Laut,flat,321
2024-07-01,unsold_under_construction,Pulau Pinang,Timur Laut,flat-lowcost,447
2024-07-01,unsold_under_construction,Pulau Pinang,Timur Laut,house-lowcost,0
2024-07-01,unsold_under_construction,Pulau Pinang,Timur Laut,semidetached-1-storey,0
2024-07-01,unsold_under_construction,Pulau Pinang,Timur Laut,semidetached-2-3-storey,0
2024-07-01,unsold_under_construction,Pulau Pinang,Timur Laut,terrace-1-storey,0
2024-07-01,unsold_under_construction,Pulau Pinang,Timur Laut,terrace-2-3-storey,13
2024-07-01,unsold_under_construction,Pulau Pinang,Timur Laut,townhouse,0
2024-07-01,overhang,Sabah,All,all,1526
2024-07-01,overhang,Sabah,All,cluster,0
2024-07-01,overhang,Sabah,All,condominium,1149
2024-07-01,overhang,Sabah,All,detached,0
2024-07-01,overhang,Sabah,All,flat,0
2024-07-01,overhang,Sabah,All,flat-lowcost,0
2024-07-01,overhang,Sabah,All,house-lowcost,0
2024-07-01,overhang,Sabah,All,semidetached-1-storey,24
2024-07-01,overhang,Sabah,All,semidetached-2-3-storey,21
2024-07-01,overhang,Sabah,All,terrace-1-storey,26
2024-07-01,overhang,Sabah,All,terrace-2-3-storey,306
2024-07-01,overhang,Sabah,All,townhouse,0
2024-07-01,unsold_not_constructed,Sabah,All,all,178
2024-07-01,unsold_not_constructed,Sabah,All,cluster,0
2024-07-01,unsold_not_constructed,Sabah,All,condominium,102
2024-07-01,unsold_not_constructed,Sabah,All,detached,0
2024-07-01,unsold_not_constructed,Sabah,All,flat,0
2024-07-01,unsold_not_constructed,Sabah,All,flat-lowcost,0
2024-07-01,unsold_not_constructed,Sabah,All,house-lowcost,0
2024-07-01,unsold_not_constructed,Sabah,All,semidetached-1-storey,0
2024-07-01,unsold_not_constructed,Sabah,All,semidetached-2-3-storey,55
2024-07-01,unsold_not_constructed,Sabah,All,terrace-1-storey,0
2024-07-01,unsold_not_constructed,Sabah,All,terrace-2-3-storey,21
2024-07-01,unsold_not_constructed,Sabah,All,townhouse,0
2024-07-01,unsold_under_construction,Sabah,All,all,4644
2024-07-01,unsold_under_construction,Sabah,All,cluster,0
2024-07-01,unsold_under_construction,Sabah,All,condominium,3256
2024-07-01,unsold_under_construction,Sabah,All,detached,34
2024-07-01,unsold_under_construction,Sabah,All,flat,0
2024-07-01,unsold_under_construction,Sabah,All,flat-lowcost,0
2024-07-01,unsold_under_construction,Sabah,All,house-lowcost,0
2024-07-01,unsold_under_construction,Sabah,All,semidetached-1-storey,0
2024-07-01,unsold_under_construction,Sabah,All,semidetached-2-3-storey,19
2024-07-01,unsold_under_construction,Sabah,All,terrace-1-storey,190
2024-07-01,unsold_under_construction,Sabah,All,terrace-2-3-storey,1065
2024-07-01,unsold_under_construction,Sabah,All,townhouse,80
2024-07-01,overhang,Sabah,Beaufort,all,22
2024-07-01,overhang,Sabah,Beaufort,cluster,0
2024-07-01,overhang,Sabah,Beaufort,condominium,0
2024-07-01,overhang,Sabah,Beaufort,detached,0
2024-07-01,overhang,Sabah,Beaufort,flat,0
2024-07-01,overhang,Sabah,Beaufort,flat-lowcost,0
2024-07-01,overhang,Sabah,Beaufort,house-lowcost,0
2024-07-01,overhang,Sabah,Beaufort,semidetached-1-storey,0
2024-07-01,overhang,Sabah,Beaufort,semidetached-2-3-storey,0
2024-07-01,overhang,Sabah,Beaufort,terrace-1-storey,22
2024-07-01,overhang,Sabah,Beaufort,terrace-2-3-storey,0
